Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Religion,M2N,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,2200.0
Religion,M2N,Other Religions,Other Religions,,,,,,4890.0
Religion,M2N,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,960.0
Religion,M2N,  Jewish,Other Religions,  Jewish,,,,,2390.0
Religion,M2N,  Islam,Other Religions,  Islam,,,,,860.0
Religion,M2N,  Buddhist,Other Religions,  Buddhist,,,,,420.0
Religion,M2N,  Hindu,Other Religions,  Hindu,,,,,190.0
Religion,M2N,  Sikh,Other Religions,  Sikh,,,,,15.0
Religion,M2N,Other (other religions) (4),Other (other religions) (4),,,,,,60.0
Religion,M2N,No religious affiliation,No religious affiliation,,,,,,6140.0
Religion,M2P,"Religion, Catholic","Religion, Catholic",,,,,,1250.0
Religion,M2P,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,1250.0
Religion,M2P,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,0.0
Religion,M2P,"Religion, Protestant","Religion, Protestant",,,,,,2455.0
Religion,M2P,  United Church,"Religion, Protestant",  United Church,,,,,770.0
Religion,M2P,  Anglican,"Religion, Protestant",  Anglican,,,,,1025.0
Religion,M2P,  Baptist,"Religion, Protestant",  Baptist,,,,,65.0
Religion,M2P,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,205.0
Religion,M2P,  Lutheran,"Religion, Protestant",  Lutheran,,,,,130.0
Religion,M2P,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,50.0
Religion,M2P,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M2P,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M2P,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M2P,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,25.0
Religion,M2P,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,10.0
Religion,M2P,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,175.0
Religion,M2P,Other Religions,Other Religions,,,,,,1210.0
Religion,M2P,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,125.0
Religion,M2P,  Jewish,Other Religions,  Jewish,,,,,935.0
Religion,M2P,  Islam,Other Religions,  Islam,,,,,85.0
Religion,M2P,  Buddhist,Other Religions,  Buddhist,,,,,40.0
Religion,M2P,  Hindu,Other Religions,  Hindu,,,,,0.0
Religion,M2P,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M2P,Other (other religions) (4),Other (other religions) (4),,,,,,20.0
Religion,M2P,No religious affiliation,No religious affiliation,,,,,,875.0
Religion,M2R,"Religion, Catholic","Religion, Catholic",,,,,,5965.0
Religion,M2R,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,5920.0
Religion,M2R,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,50.0
Religion,M2R,"Religion, Protestant","Religion, Protestant",,,,,,6615.0
Religion,M2R,  United Church,"Religion, Protestant",  United Church,,,,,1220.0
Religion,M2R,  Anglican,"Religion, Protestant",  Anglican,,,,,1500.0
Religion,M2R,  Baptist,"Religion, Protestant",  Baptist,,,,,330.0
Religion,M2R,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,475.0
Religion,M2R,  Lutheran,"Religion, Protestant",  Lutheran,,,,,340.0
Religion,M2R,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,180.0
Religion,M2R,  Mennonite,"Religion, Protestant",  Mennonite,,,,,10.0
Religion,M2R,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,25.0
Religion,M2R,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,85.0
Religion,M2R,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,55.0
Religion,M2R,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,15.0
Religion,M2R,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,2380.0
Religion,M2R,Other Religions,Other Religions,,,,,,20890.0
Religion,M2R,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,970.0
Religion,M2R,  Jewish,Other Religions,  Jewish,,,,,18285.0
Religion,M2R,  Islam,Other Religions,  Islam,,,,,755.0
Religion,M2R,  Buddhist,Other Religions,  Buddhist,,,,,230.0
Religion,M2R,  Hindu,Other Religions,  Hindu,,,,,430.0
Religion,M2R,  Sikh,Other Religions,  Sikh,,,,,105.0
Religion,M2R,Other (other religions) (4),Other (other religions) (4),,,,,,120.0
Religion,M2R,No religious affiliation,No religious affiliation,,,,,,3665.0
Religion,M3A,"Religion, Catholic","Religion, Catholic",,,,,,9610.0
Religion,M3A,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,9585.0
Religion,M3A,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,30.0
Religion,M3A,"Religion, Protestant","Religion, Protestant",,,,,,12910.0
Religion,M3A,  United Church,"Religion, Protestant",  United Church,,,,,3520.0
Religion,M3A,  Anglican,"Religion, Protestant",  Anglican,,,,,3375.0
Religion,M3A,  Baptist,"Religion, Protestant",  Baptist,,,,,665.0
Religion,M3A,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,1180.0
Religion,M3A,  Lutheran,"Religion, Protestant",  Lutheran,,,,,755.0
Religion,M3A,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,360.0
Religion,M3A,  Mennonite,"Religion, Protestant",  Mennonite,,,,,35.0
Religion,M3A,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,165.0
Religion,M3A,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,40.0
Religion,M3A,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,185.0
Religion,M3A,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,50.0
Religion,M3A,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,2590.0
Religion,M3A,Other Religions,Other Religions,,,,,,3915.0
Religion,M3A,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,1440.0
Religion,M3A,  Jewish,Other Religions,  Jewish,,,,,330.0
Religion,M3A,  Islam,Other Religions,  Islam,,,,,1080.0
Religion,M3A,  Buddhist,Other Religions,  Buddhist,,,,,320.0
Religion,M3A,  Hindu,Other Religions,  Hindu,,,,,485.0
Religion,M3A,  Sikh,Other Religions,  Sikh,,,,,140.0
Religion,M3A,Other (other religions) (4),Other (other religions) (4),,,,,,125.0
Religion,M3A,No religious affiliation,No religious affiliation,,,,,,5140.0
Religion,M3B,"Religion, Catholic","Religion, Catholic",,,,,,2090.0
Religion,M3B,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,2025.0
Religion,M3B,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,60.0
Religion,M3B,"Religion, Protestant","Religion, Protestant",,,,,,5245.0
Religion,M3B,  United Church,"Religion, Protestant",  United Church,,,,,1735.0
Religion,M3B,  Anglican,"Religion, Protestant",  Anglican,,,,,1320.0
Religion,M3B,  Baptist,"Religion, Protestant",  Baptist,,,,,385.0
Religion,M3B,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,590.0
Religion,M3B,  Lutheran,"Religion, Protestant",  Lutheran,,,,,310.0
Religion,M3B,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,55.0
Religion,M3B,  Mennonite,"Religion, Protestant",  Mennonite,,,,,10.0
Religion,M3B,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,0.0
Religion,M3B,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,15.0
Religion,M3B,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,25.0
Religion,M3B,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,10.0
Religion,M3B,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,790.0
Religion,M3B,Other Religions,Other Religions,,,,,,3715.0
Religion,M3B,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,470.0
Religion,M3B,  Jewish,Other Religions,  Jewish,,,,,2525.0
Religion,M3B,  Islam,Other Religions,  Islam,,,,,295.0
Religion,M3B,  Buddhist,Other Religions,  Buddhist,,,,,105.0
Religion,M3B,  Hindu,Other Religions,  Hindu,,,,,260.0
Religion,M3B,  Sikh,Other Religions,  Sikh,,,,,45.0
Religion,M3B,Other (other religions) (4),Other (other religions) (4),,,,,,20.0
Religion,M3B,No religious affiliation,No religious affiliation,,,,,,1865.0
Religion,M3C,"Religion, Catholic","Religion, Catholic",,,,,,7315.0
Religion,M3C,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,7295.0
Religion,M3C,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,25.0
Religion,M3C,"Religion, Protestant","Religion, Protestant",,,,,,9370.0
Religion,M3C,  United Church,"Religion, Protestant",  United Church,,,,,1805.0
Religion,M3C,  Anglican,"Religion, Protestant",  Anglican,,,,,2475.0
Religion,M3C,  Baptist,"Religion, Protestant",  Baptist,,,,,515.0
Religion,M3C,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,1030.0
Religion,M3C,  Lutheran,"Religion, Protestant",  Lutheran,,,,,475.0
Religion,M3C,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,830.0
Religion,M3C,  Mennonite,"Religion, Protestant",  Mennonite,,,,,45.0
Religion,M3C,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,220.0
Religion,M3C,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,25.0
Religion,M3C,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,65.0
Religion,M3C,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,20.0
Religion,M3C,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1875.0
Religion,M3C,Other Religions,Other Religions,,,,,,9450.0
Religion,M3C,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,2235.0
Religion,M3C,  Jewish,Other Religions,  Jewish,,,,,595.0
Religion,M3C,  Islam,Other Religions,  Islam,,,,,4060.0
Religion,M3C,  Buddhist,Other Religions,  Buddhist,,,,,440.0
Religion,M3C,  Hindu,Other Religions,  Hindu,,,,,1720.0
Religion,M3C,  Sikh,Other Religions,  Sikh,,,,,270.0
Religion,M3C,Other (other religions) (4),Other (other religions) (4),,,,,,120.0
Religion,M3C,No religious affiliation,No religious affiliation,,,,,,4170.0
Religion,M3H,"Religion, Catholic","Religion, Catholic",,,,,,7465.0
Religion,M3H,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,7450.0
Religion,M3H,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,10.0
Religion,M3H,"Religion, Protestant","Religion, Protestant",,,,,,4335.0
Religion,M3H,  United Church,"Religion, Protestant",  United Church,,,,,820.0
Religion,M3H,  Anglican,"Religion, Protestant",  Anglican,,,,,1025.0
Religion,M3H,  Baptist,"Religion, Protestant",  Baptist,,,,,330.0
Religion,M3H,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,290.0
Religion,M3H,  Lutheran,"Religion, Protestant",  Lutheran,,,,,215.0
Religion,M3H,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,260.0
Religion,M3H,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M3H,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,160.0
Religion,M3H,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M3H,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,25.0
Religion,M3H,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M3H,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1205.0
Religion,M3H,Other Religions,Other Religions,,,,,,14600.0
Religion,M3H,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,1015.0
Religion,M3H,  Jewish,Other Religions,  Jewish,,,,,12645.0
Religion,M3H,  Islam,Other Religions,  Islam,,,,,255.0
Religion,M3H,  Buddhist,Other Religions,  Buddhist,,,,,175.0
Religion,M3H,  Hindu,Other Religions,  Hindu,,,,,300.0
Religion,M3H,  Sikh,Other Religions,  Sikh,,,,,130.0
Religion,M3H,Other (other religions) (4),Other (other religions) (4),,,,,,80.0
Religion,M3H,No religious affiliation,No religious affiliation,,,,,,2140.0
Religion,M3J,"Religion, Catholic","Religion, Catholic",,,,,,11070.0
Religion,M3J,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,11025.0
Religion,M3J,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,40.0
Religion,M3J,"Religion, Protestant","Religion, Protestant",,,,,,4340.0
Religion,M3J,  United Church,"Religion, Protestant",  United Church,,,,,765.0
Religion,M3J,  Anglican,"Religion, Protestant",  Anglican,,,,,810.0
Religion,M3J,  Baptist,"Religion, Protestant",  Baptist,,,,,380.0
Religion,M3J,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,330.0
Religion,M3J,  Lutheran,"Religion, Protestant",  Lutheran,,,,,195.0
Religion,M3J,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,510.0
Religion,M3J,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M3J,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,270.0
Religion,M3J,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,10.0
Religion,M3J,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,30.0
Religion,M3J,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,20.0
Religion,M3J,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1030.0
Religion,M3J,Other Religions,Other Religions,,,,,,3830.0
Religion,M3J,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,425.0
Religion,M3J,  Jewish,Other Religions,  Jewish,,,,,385.0
Religion,M3J,  Islam,Other Religions,  Islam,,,,,1560.0
Religion,M3J,  Buddhist,Other Religions,  Buddhist,,,,,195.0
Religion,M3J,  Hindu,Other Religions,  Hindu,,,,,790.0
Religion,M3J,  Sikh,Other Religions,  Sikh,,,,,320.0
Religion,M3J,Other (other religions) (4),Other (other religions) (4),,,,,,155.0
Religion,M3J,No religious affiliation,No religious affiliation,,,,,,2395.0
Religion,M3K,"Religion, Catholic","Religion, Catholic",,,,,,4105.0
Religion,M3K,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,4100.0
Religion,M3K,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,0.0
Religion,M3K,"Religion, Protestant","Religion, Protestant",,,,,,1225.0
Religion,M3K,  United Church,"Religion, Protestant",  United Church,,,,,280.0
Religion,M3K,  Anglican,"Religion, Protestant",  Anglican,,,,,415.0
Religion,M3K,  Baptist,"Religion, Protestant",  Baptist,,,,,70.0
Religion,M3K,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,60.0
Religion,M3K,  Lutheran,"Religion, Protestant",  Lutheran,,,,,80.0
Religion,M3K,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,105.0
Religion,M3K,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M3K,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,20.0
Religion,M3K,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M3K,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,10.0
Religion,M3K,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M3K,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,190.0
Religion,M3K,Other Religions,Other Religions,,,,,,715.0
Religion,M3K,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,300.0
Religion,M3K,  Jewish,Other Religions,  Jewish,,,,,100.0
Religion,M3K,  Islam,Other Religions,  Islam,,,,,45.0
Religion,M3K,  Buddhist,Other Religions,  Buddhist,,,,,40.0
Religion,M3K,  Hindu,Other Religions,  Hindu,,,,,195.0
Religion,M3K,  Sikh,Other Religions,  Sikh,,,,,0.0
Religion,M3K,Other (other religions) (4),Other (other religions) (4),,,,,,30.0
Religion,M3K,No religious affiliation,No religious affiliation,,,,,,470.0
Religion,M3L,"Religion, Catholic","Religion, Catholic",,,,,,11595.0
Religion,M3L,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,11565.0
Religion,M3L,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,30.0
Religion,M3L,"Religion, Protestant","Religion, Protestant",,,,,,3470.0
Religion,M3L,  United Church,"Religion, Protestant",  United Church,,,,,405.0
Religion,M3L,  Anglican,"Religion, Protestant",  Anglican,,,,,690.0
Religion,M3L,  Baptist,"Religion, Protestant",  Baptist,,,,,230.0
Religion,M3L,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,210.0
Religion,M3L,  Lutheran,"Religion, Protestant",  Lutheran,,,,,75.0
Religion,M3L,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,600.0
Religion,M3L,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M3L,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,165.0
Religion,M3L,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,15.0
Religion,M3L,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,50.0
Religion,M3L,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M3L,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1010.0
Religion,M3L,Other Religions,Other Religions,,,,,,1960.0
Religion,M3L,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,460.0
Religion,M3L,  Jewish,Other Religions,  Jewish,,,,,150.0
Religion,M3L,  Islam,Other Religions,  Islam,,,,,350.0
Religion,M3L,  Buddhist,Other Religions,  Buddhist,,,,,340.0
Religion,M3L,  Hindu,Other Religions,  Hindu,,,,,390.0
Religion,M3L,  Sikh,Other Religions,  Sikh,,,,,195.0
Religion,M3L,Other (other religions) (4),Other (other religions) (4),,,,,,75.0
Religion,M3L,No religious affiliation,No religious affiliation,,,,,,815.0
Religion,M3M,"Religion, Catholic","Religion, Catholic",,,,,,13190.0
Religion,M3M,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,13120.0
Religion,M3M,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,70.0
Religion,M3M,"Religion, Protestant","Religion, Protestant",,,,,,5730.0
Religion,M3M,  United Church,"Religion, Protestant",  United Church,,,,,1140.0
Religion,M3M,  Anglican,"Religion, Protestant",  Anglican,,,,,1400.0
Religion,M3M,  Baptist,"Religion, Protestant",  Baptist,,,,,375.0
Religion,M3M,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,320.0
Religion,M3M,  Lutheran,"Religion, Protestant",  Lutheran,,,,,155.0
Religion,M3M,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,495.0
Religion,M3M,  Mennonite,"Religion, Protestant",  Mennonite,,,,,0.0
Religion,M3M,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,305.0
Religion,M3M,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M3M,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,95.0
Religion,M3M,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,30.0
Religion,M3M,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1410.0
Religion,M3M,Other Religions,Other Religions,,,,,,2495.0
Religion,M3M,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,375.0
Religion,M3M,  Jewish,Other Religions,  Jewish,,,,,360.0
Religion,M3M,  Islam,Other Religions,  Islam,,,,,355.0
Religion,M3M,  Buddhist,Other Religions,  Buddhist,,,,,820.0
Religion,M3M,  Hindu,Other Religions,  Hindu,,,,,400.0
Religion,M3M,  Sikh,Other Religions,  Sikh,,,,,160.0
Religion,M3M,Other (other religions) (4),Other (other religions) (4),,,,,,20.0
Religion,M3M,No religious affiliation,No religious affiliation,,,,,,2105.0
Religion,M3N,"Religion, Catholic","Religion, Catholic",,,,,,19090.0
Religion,M3N,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,19030.0
Religion,M3N,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,60.0
Religion,M3N,"Religion, Protestant","Religion, Protestant",,,,,,10690.0
Religion,M3N,  United Church,"Religion, Protestant",  United Church,,,,,965.0
Religion,M3N,  Anglican,"Religion, Protestant",  Anglican,,,,,2065.0
Religion,M3N,  Baptist,"Religion, Protestant",  Baptist,,,,,835.0
Religion,M3N,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,575.0
Religion,M3N,  Lutheran,"Religion, Protestant",  Lutheran,,,,,250.0
Religion,M3N,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,1970.0
Religion,M3N,  Mennonite,"Religion, Protestant",  Mennonite,,,,,10.0
Religion,M3N,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,480.0
Religion,M3N,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M3N,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,280.0
Religion,M3N,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,10.0
Religion,M3N,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,3255.0
Religion,M3N,Other Religions,Other Religions,,,,,,9700.0
Religion,M3N,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,710.0
Religion,M3N,  Jewish,Other Religions,  Jewish,,,,,115.0
Religion,M3N,  Islam,Other Religions,  Islam,,,,,1850.0
Religion,M3N,  Buddhist,Other Religions,  Buddhist,,,,,2535.0
Religion,M3N,  Hindu,Other Religions,  Hindu,,,,,3175.0
Religion,M3N,  Sikh,Other Religions,  Sikh,,,,,1120.0
Religion,M3N,Other (other religions) (4),Other (other religions) (4),,,,,,195.0
Religion,M3N,No religious affiliation,No religious affiliation,,,,,,5335.0
Religion,M4A,"Religion, Catholic","Religion, Catholic",,,,,,3280.0
Religion,M4A,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,3270.0
Religion,M4A,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,15.0
Religion,M4A,"Religion, Protestant","Religion, Protestant",,,,,,5000.0
Religion,M4A,  United Church,"Religion, Protestant",  United Church,,,,,1375.0
Religion,M4A,  Anglican,"Religion, Protestant",  Anglican,,,,,1085.0
Religion,M4A,  Baptist,"Religion, Protestant",  Baptist,,,,,455.0
Religion,M4A,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,430.0
Religion,M4A,  Lutheran,"Religion, Protestant",  Lutheran,,,,,415.0
Religion,M4A,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,200.0
Religion,M4A,  Mennonite,"Religion, Protestant",  Mennonite,,,,,10.0
Religion,M4A,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,15.0
Religion,M4A,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,0.0
Religion,M4A,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,190.0
Religion,M4A,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,35.0
Religion,M4A,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,790.0
Religion,M4A,Other Religions,Other Religions,,,,,,2345.0
Religion,M4A,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,1025.0
Religion,M4A,  Jewish,Other Religions,  Jewish,,,,,30.0
Religion,M4A,  Islam,Other Religions,  Islam,,,,,700.0
Religion,M4A,  Buddhist,Other Religions,  Buddhist,,,,,165.0
Religion,M4A,  Hindu,Other Religions,  Hindu,,,,,345.0
Religion,M4A,  Sikh,Other Religions,  Sikh,,,,,50.0
Religion,M4A,Other (other religions) (4),Other (other religions) (4),,,,,,30.0
Religion,M4A,No religious affiliation,No religious affiliation,,,,,,1555.0
Religion,M4B,"Religion, Catholic","Religion, Catholic",,,,,,4980.0
Religion,M4B,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,4930.0
Religion,M4B,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,50.0
Religion,M4B,"Religion, Protestant","Religion, Protestant",,,,,,6795.0
Religion,M4B,  United Church,"Religion, Protestant",  United Church,,,,,1665.0
Religion,M4B,  Anglican,"Religion, Protestant",  Anglican,,,,,1910.0
Religion,M4B,  Baptist,"Religion, Protestant",  Baptist,,,,,305.0
Religion,M4B,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,915.0
Religion,M4B,  Lutheran,"Religion, Protestant",  Lutheran,,,,,260.0
Religion,M4B,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,205.0
Religion,M4B,  Mennonite,"Religion, Protestant",  Mennonite,,,,,25.0
Religion,M4B,  Jehovah's Witnesses,"Religion, Protestant",  Jehovah's Witnesses,,,,,55.0
Religion,M4B,  Reformed Bodies,"Religion, Protestant",  Reformed Bodies,,,,,10.0
Religion,M4B,  Salvation Army,"Religion, Protestant",  Salvation Army,,,,,50.0
Religion,M4B,  Latter-day Saints (Mormons),"Religion, Protestant",  Latter-day Saints (Mormons),,,,,0.0
Religion,M4B,  Other Protestant,"Religion, Protestant",  Other Protestant,,,,,1390.0
Religion,M4B,Other Religions,Other Religions,,,,,,2460.0
Religion,M4B,  Eastern Orthodox,Other Religions,  Eastern Orthodox,,,,,1215.0
Religion,M4B,  Jewish,Other Religions,  Jewish,,,,,35.0
Religion,M4B,  Islam,Other Religions,  Islam,,,,,510.0
Religion,M4B,  Buddhist,Other Religions,  Buddhist,,,,,115.0
Religion,M4B,  Hindu,Other Religions,  Hindu,,,,,490.0
Religion,M4B,  Sikh,Other Religions,  Sikh,,,,,25.0
Religion,M4B,Other (other religions) (4),Other (other religions) (4),,,,,,70.0
Religion,M4B,No religious affiliation,No religious affiliation,,,,,,2825.0
Religion,M4C,"Religion, Catholic","Religion, Catholic",,,,,,12425.0
Religion,M4C,  Roman Catholic (3),"Religion, Catholic",  Roman Catholic (3),,,,,12340.0
Religion,M4C,  Ukrainian Catholic,"Religion, Catholic",  Ukrainian Catholic,,,,,85.0
Religion,M4C,"Religion, Protestant","Religion, Protestant",,,,,,14995.0
Religion,M4C,  United Church,"Religion, Protestant",  United Church,,,,,3715.0
Religion,M4C,  Anglican,"Religion, Protestant",  Anglican,,,,,4260.0
Religion,M4C,  Baptist,"Religion, Protestant",  Baptist,,,,,1285.0
Religion,M4C,  Presbyterian,"Religion, Protestant",  Presbyterian,,,,,1530.0
Religion,M4C,  Lutheran,"Religion, Protestant",  Lutheran,,,,,530.0
Religion,M4C,  Pentecostal,"Religion, Protestant",  Pentecostal,,,,,475.0
Religion,M4C,  Mennonite,"Religion, Protestant",  Mennonite,,,,,95.0
