Category,Country_Province_FSA,Profile of FSA,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,counts
Mobility status,M9N,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,4420.0
Mobility status,M9N,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2330.0
Mobility status,M9N,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,1840.0
Mobility status,M9N,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,485.0
Mobility status,M9N,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,2095.0
Mobility status,M9P,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,19135.0
Mobility status,M9P,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,17225.0
Mobility status,M9P,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,1915.0
Mobility status,M9P,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,1650.0
Mobility status,M9P,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,20.0
Mobility status,M9P,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,250.0
Mobility status,M9P,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,18365.0
Mobility status,M9P,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,12375.0
Mobility status,M9P,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,5990.0
Mobility status,M9P,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,3355.0
Mobility status,M9P,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,2635.0
Mobility status,M9P,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,1680.0
Mobility status,M9P,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,1425.0
Mobility status,M9P,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,255.0
Mobility status,M9P,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,955.0
Mobility status,M9R,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,31905.0
Mobility status,M9R,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,28000.0
Mobility status,M9R,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,3905.0
Mobility status,M9R,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,3030.0
Mobility status,M9R,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,140.0
Mobility status,M9R,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,735.0
Mobility status,M9R,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,30350.0
Mobility status,M9R,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,18655.0
Mobility status,M9R,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,11695.0
Mobility status,M9R,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,5005.0
Mobility status,M9R,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,6685.0
Mobility status,M9R,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,2865.0
Mobility status,M9R,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,2445.0
Mobility status,M9R,"        Interprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Interprovincial migrants, 5 yr. mob. status",,425.0
Mobility status,M9R,"      External migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      External migrants, 5 year mobility status",,,3825.0
Mobility status,M9V,Total population 1 year and over (17),Total population 1 year and over (17),,,,,,49565.0
Mobility status,M9V,"  Non-movers, one year mobility status",Total population 1 year and over (17),"  Non-movers, one year mobility status",,,,,40655.0
Mobility status,M9V,"  Movers, one year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status",,,,,8910.0
Mobility status,M9V,"    Intraprovincial movers, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Intraprovincial movers, 1 year mobility status",,,,7290.0
Mobility status,M9V,"    Interprovincial migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    Interprovincial migrants, 1 year mobility status",,,,200.0
Mobility status,M9V,"    External migrants, 1 year mobility status",Total population 1 year and over (17),"  Movers, one year mobility status","    External migrants, 1 year mobility status",,,,1415.0
Mobility status,M9V,Total population 5 years and over (17),Total population 5 years and over (17),,,,,,46340.0
Mobility status,M9V,"  Non-movers, five year mobility status",Total population 5 years and over (17),"  Non-movers, five year mobility status",,,,,22280.0
Mobility status,M9V,"  Movers, five year moblilty status",Total population 5 years and over (17),"  Movers, five year moblilty status",,,,,24060.0
Mobility status,M9V,"    Non-migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Non-migrants, 5 year mobility status",,,,10405.0
Mobility status,M9V,"    Migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status",,,,13655.0
Mobility status,M9V,"      Internal migrants, 5 year mobility status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status",,,6120.0
Mobility status,M9V,"        Intraprovincial migrants, 5 yr. mob. status",Total population 5 years and over (17),"  Movers, five year moblilty status","    Migrants, 5 year mobility status","      Internal migrants, 5 year mobility status","        Intraprovincial migrants, 5 yr. mob. status",,5200.0
