Geo Code,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Characteristic_level_5,Count
M1J,Total population by sex and age groups - 100% Data,"Male, total",70 to 74,,,,,455
M1J,Total population by sex and age groups - 100% Data,"Male, total",75 to 79,,,,,330
M1J,Total population by sex and age groups - 100% Data,"Male, total",80 to 84,,,,,155
M1J,Total population by sex and age groups - 100% Data,"Male, total",85+,,,,,80
M1J,Total population by sex and age groups - 100% Data,"Female, total",,,,,,18975
M1J,Total population by sex and age groups - 100% Data,"Female, total",0 to 4,,,,,1410
M1J,Total population by sex and age groups - 100% Data,"Female, total",5 to 9,,,,,1445
M1J,Total population by sex and age groups - 100% Data,"Female, total",10 to 14,,,,,1275
M1J,Total population by sex and age groups - 100% Data,"Female, total",15 to 19,,,,,1165
M1J,Total population by sex and age groups - 100% Data,"Female, total",20 to 24,,,,,1290
M1J,Total population by sex and age groups - 100% Data,"Female, total",25 to 29,,,,,1430
M1J,Total population by sex and age groups - 100% Data,"Female, total",30 to 34,,,,,1625
M1J,Total population by sex and age groups - 100% Data,"Female, total",35 to 39,,,,,1685
M1J,Total population by sex and age groups - 100% Data,"Female, total",40 to 44,,,,,1505
M1J,Total population by sex and age groups - 100% Data,"Female, total",45 to 49,,,,,1275
M1J,Total population by sex and age groups - 100% Data,"Female, total",50 to 54,,,,,1145
M1J,Total population by sex and age groups - 100% Data,"Female, total",55 to 59,,,,,845
M1J,Total population by sex and age groups - 100% Data,"Female, total",60 to 64,,,,,715
M1J,Total population by sex and age groups - 100% Data,"Female, total",65 to 69,,,,,680
M1J,Total population by sex and age groups - 100% Data,"Female, total",70 to 74,,,,,600
M1J,Total population by sex and age groups - 100% Data,"Female, total",75 to 79,,,,,465
M1J,Total population by sex and age groups - 100% Data,"Female, total",80 to 84,,,,,255
M1J,Total population by sex and age groups - 100% Data,"Female, total",85+,,,,,165
M1K,"Population, 2001 - 100% Data",,,,,,,48807
M1K,Total population by sex and age groups - 100% Data,,,,,,,48810
M1K,Total population by sex and age groups - 100% Data,"Male, total",,,,,,23440
M1K,Total population by sex and age groups - 100% Data,"Male, total",0 to 4,,,,,1780
M1K,Total population by sex and age groups - 100% Data,"Male, total",5 to 9,,,,,1790
M1K,Total population by sex and age groups - 100% Data,"Male, total",10 to 14,,,,,1425
M1K,Total population by sex and age groups - 100% Data,"Male, total",15 to 19,,,,,1430
M1K,Total population by sex and age groups - 100% Data,"Male, total",20 to 24,,,,,1470
M1K,Total population by sex and age groups - 100% Data,"Male, total",25 to 29,,,,,1600
M1K,Total population by sex and age groups - 100% Data,"Male, total",30 to 34,,,,,2025
M1K,Total population by sex and age groups - 100% Data,"Male, total",35 to 39,,,,,2340
M1K,Total population by sex and age groups - 100% Data,"Male, total",40 to 44,,,,,2000
M1K,Total population by sex and age groups - 100% Data,"Male, total",45 to 49,,,,,1680
M1K,Total population by sex and age groups - 100% Data,"Male, total",50 to 54,,,,,1305
M1K,Total population by sex and age groups - 100% Data,"Male, total",55 to 59,,,,,1020
M1K,Total population by sex and age groups - 100% Data,"Male, total",60 to 64,,,,,905
M1K,Total population by sex and age groups - 100% Data,"Male, total",65 to 69,,,,,870
M1K,Total population by sex and age groups - 100% Data,"Male, total",70 to 74,,,,,835
M1K,Total population by sex and age groups - 100% Data,"Male, total",75 to 79,,,,,525
M1K,Total population by sex and age groups - 100% Data,"Male, total",80 to 84,,,,,285
M1K,Total population by sex and age groups - 100% Data,"Male, total",85+,,,,,150
M1K,Total population by sex and age groups - 100% Data,"Female, total",,,,,,25365
M1K,Total population by sex and age groups - 100% Data,"Female, total",0 to 4,,,,,1640
M1K,Total population by sex and age groups - 100% Data,"Female, total",5 to 9,,,,,1645
M1K,Total population by sex and age groups - 100% Data,"Female, total",10 to 14,,,,,1475
M1K,Total population by sex and age groups - 100% Data,"Female, total",15 to 19,,,,,1380
M1K,Total population by sex and age groups - 100% Data,"Female, total",20 to 24,,,,,1510
M1K,Total population by sex and age groups - 100% Data,"Female, total",25 to 29,,,,,1850
M1K,Total population by sex and age groups - 100% Data,"Female, total",30 to 34,,,,,2305
M1K,Total population by sex and age groups - 100% Data,"Female, total",35 to 39,,,,,2390
M1K,Total population by sex and age groups - 100% Data,"Female, total",40 to 44,,,,,2030
M1K,Total population by sex and age groups - 100% Data,"Female, total",45 to 49,,,,,1755
M1K,Total population by sex and age groups - 100% Data,"Female, total",50 to 54,,,,,1560
M1K,Total population by sex and age groups - 100% Data,"Female, total",55 to 59,,,,,1255
M1K,Total population by sex and age groups - 100% Data,"Female, total",60 to 64,,,,,1050
M1K,Total population by sex and age groups - 100% Data,"Female, total",65 to 69,,,,,1060
M1K,Total population by sex and age groups - 100% Data,"Female, total",70 to 74,,,,,1030
M1K,Total population by sex and age groups - 100% Data,"Female, total",75 to 79,,,,,805
M1K,Total population by sex and age groups - 100% Data,"Female, total",80 to 84,,,,,405
M1K,Total population by sex and age groups - 100% Data,"Female, total",85+,,,,,225
M1L,"Population, 2001 - 100% Data",,,,,,,28275
M1L,Total population by sex and age groups - 100% Data,,,,,,,28275
M1L,Total population by sex and age groups - 100% Data,"Male, total",,,,,,13835
M1L,Total population by sex and age groups - 100% Data,"Male, total",0 to 4,,,,,1070
M1L,Total population by sex and age groups - 100% Data,"Male, total",5 to 9,,,,,1070
M1L,Total population by sex and age groups - 100% Data,"Male, total",10 to 14,,,,,915
M1L,Total population by sex and age groups - 100% Data,"Male, total",15 to 19,,,,,795
M1L,Total population by sex and age groups - 100% Data,"Male, total",20 to 24,,,,,805
M1L,Total population by sex and age groups - 100% Data,"Male, total",25 to 29,,,,,895
M1L,Total population by sex and age groups - 100% Data,"Male, total",30 to 34,,,,,1270
M1L,Total population by sex and age groups - 100% Data,"Male, total",35 to 39,,,,,1500
